BEASTtype	session	playerNr	uniquePlayerNr	period	animalName	actualNAnimals	firstEstimate	observedEstimate	secondEstimate	actualAngle	firstAngle	observedAngle	secondAngle	infoChoice	choice	payoff	A	B	previousChoice	previousPayoff	age	female	IOS	conf1	conf2	conf3	conf4	conf5	conf6	conf7	conf8	conf9	conf10	conf11	indiv1	coll1	coll2	indiv2	indiv3	coll3	coll4	indiv4	orderofTasks
2	1	24	1024	10										2	2	33	60	33	2	22																							6
2	1	24	1024	11										2	2	30	30	30	2	33																							6
2	1	24	1024	12										2	1	58	58	44	2	30																							6
2	1	24	1024	13										2	1	58	58	49	1	58																							6
2	1	24	1024	14										1	1	42	42	62	1	58																							6
2	1	24	1024	15										2	2	48	9	48	1	42																							6
2	1	24	1024	16						127	166	140	207																														6
2	1	24	1024	17						67	52	67	60.1																														6
2	1	24	1024	18						326	316	335	335.3																														6
2	1	24	1024	19						229	249	232	249.1																														6
2	1	24	1024	20						199	210	186	210																														6
2	1	24	1024	21	ant	93	58	70	65																																		6
2	1	24	1024	22	bee	78	68	80	68																																		6
2	1	24	1024	23	flamingo	59	63	50	63																																		6
2	1	24	1024	24	crane	74	106	83	98																																		6
2	1	24	1024	25	cricket	69	74	59	74												23	0	2	5	6	5	4	4	4	6	3	7	4	5	7	5	5	6	7	8	8	7	6
2	1	26	1026	1						127	136	122	129.4																														2
2	1	26	1026	2						67	54	68	61.1																														2
2	1	26	1026	3						326	316	335	323.4																														2
2	1	26	1026	4						229	235	221	231																														2
2	1	26	1026	5						199	240	215	222																														2
2	1	26	1026	6											1	30	30	32	NA	NA																							2
2	1	26	1026	7										2	1	21	21	33	1	30																							2
2	1	26	1026	8										2	1	31	31	27	1	21																							2
2	1	26	1026	9										2	2	55	26	55	1	31																							2
2	1	26	1026	10										2	2	30	23	30	2	55																							2
2	1	26	1026	11										2	2	61	55	61	2	30																							2
2	1	26	1026	12										2	2	29	5	29	2	61																							2
2	1	26	1026	13										1	2	19	26	19	2	29																							2
2	1	26	1026	14										1	2	61	35	61	2	19																							2
2	1	26	1026	15										1	2	32	26	32	2	61																							2
2	1	26	1026	16										2	2	31	51	31	2	32																							2
2	1	26	1026	17										2	2	59	21	59	2	31																							2
2	1	26	1026	18										2	2	42	22	42	2	59																							2
2	1	26	1026	19										2	2	61	30	61	2	42																							2
2	1	26	1026	20										2	2	44	38	44	2	61																							2
2	1	26	1026	21	ant	93	65	78	74																																		2
2	1	26	1026	22	bee	78	80	63	75																																		2
2	1	26	1026	23	flamingo	59	50	60	55																																		2
2	1	26	1026	24	crane	74	80	64	75																																		2
2	1	26	1026	25	cricket	69	70	56	65												29	1	3	3	5	4	1	7	2	8	5	7	2	9	9	7	9	9	9	7	8	9	2
2	1	27	1027	1	ant	93	67	80	75																																		3
2	1	27	1027	2	bee	78	59	70	61																																		3
2	1	27	1027	3	flamingo	59	75	60	70																																		3
2	1	27	1027	4	crane	74	88	70	80																																		3
2	1	27	1027	5	cricket	69	80	65	84																																		3
2	1	27	1027	6											1	36	36	31	NA	NA																							3
2	1	27	1027	7										2	1	42	42	35	1	36																							3
2	1	27	1027	8										2	2	27	17	27	1	42																							3
2	1	27	1027	9										1	1	37	37	39	2	27																							3
2	1	27	1027	10										2	2	27	16	27	1	37																							3
2	1	27	1027	11										2	1	26	26	40	2	27																							3
2	1	27	1027	12										1	2	18	34	18	1	26																							3
2	1	27	1027	13										2	1	43	43	41	2	18																							3
2	1	27	1027	14										2	1	17	17	40	1	43																							3
2	1	27	1027	15										2	2	47	23	47	1	17																							3
2	1	27	1027	16										1	2	28	33	28	2	47																							3
2	1	27	1027	17										2	2	33	55	33	2	28																							3
2	1	27	1027	18										2	2	46	32	46	2	33																							3
2	1	27	1027	19										1	1	26	26	26	2	46																							3
2	1	27	1027	20										2	1	28	28	30	1	26																							3
2	1	27	1027	21						127	300	262	289.7																														3
2	1	27	1027	22						67	51	67	60.9																														3
2	1	27	1027	23						326	306	327	314.6																														3
2	1	27	1027	24						229	26	143	113.7																														3
2	1	27	1027	25						199	335	232	266								28	1	5	7	8	7	7	9	8	8	8	9	9	8	7	9	8	8	8	7	8	8	3
2	1	28	1028	1	ant	93	79	95	88																																		4
2	1	28	1028	2	bee	78	86	68	82																																		4
2	1	28	1028	3	flamingo	59	70	56	69																																		4
2	1	28	1028	4	crane	74	86	69	83																																		4
2	1	28	1028	5	cricket	69	67	80	70																																		4
2	1	28	1028	6						127	143	122	141.9																														4
2	1	28	1028	7						67	64	80	66.6																														4
2	1	28	1028	8						326	293	312	293.3																														4
2	1	28	1028	9						229	229	238	234.1																														4
2	1	28	1028	10						199	201	180	201																														4
2	1	28	1028	11											1	32	32	25	NA	NA																							4
2	1	28	1028	12										1	1	30	30	24	1	32																							4
2	1	28	1028	13										1	2	39	33	39	1	30																							4
2	1	28	1028	14										1	2	45	30	45	2	39																							4
2	1	28	1028	15										1	2	32	35	32	2	45																							4
2	1	28	1028	16										1	1	17	17	34	2	32																							4
2	1	28	1028	17										1	2	49	40	49	1	17																							4
2	1	28	1028	18										1	2	29	8	29	2	49																							4
2	1	28	1028	19										1	2	13	28	13	2	29																							4
2	1	28	1028	20										1	2	46	35	46	2	13																							4
2	1	28	1028	21										1	2	34	44	34	2	46																							4
2	1	28	1028	22										1	2	17	14	17	2	34																							4
2	1	28	1028	23										1	2	33	6	33	2	17																							4
2	1	28	1028	24										1	2	44	32	44	2	33																							4
2	1	28	1028	25										1	2	33	19	33	2	44	27	0	5	7	2	8	4	4	3	4	6	4	7	4	3	9	8	3	4	8	8	5	4
2	1	29	1029	1											1	20	20	20	NA	NA																							5
2	1	29	1029	2										2	1	38	38	47	1	20																							5
2	1	29	1029	3										2	2	42	12	42	1	38																							5
2	1	29	1029	4										2	2	36	45	36	2	42																							5
2	1	29	1029	5										2	2	48	16	48	2	36																							5
2	1	29	1029	6										2	2	31	27	31	2	48																							5
2	1	29	1029	7										2	2	28	50	28	2	31																							5
2	1	29	1029	8										2	1	39	39	38	2	28																							5
2	1	29	1029	9										2	1	58	58	37	1	39																							5
2	1	29	1029	10										2	1	33	33	50	1	58																							5
2	1	29	1029	11										2	2	46	12	46	1	33																							5
2	1	29	1029	12										2	2	29	27	29	2	46																							5
2	1	29	1029	13										2	1	30	30	20	2	29																							5
2	1	29	1029	14										2	1	30	30	57	1	30																							5
2	1	29	1029	15										2	2	42	15	42	1	30																							5
2	1	29	1029	16	ant	93	60	72	60																																		5
2	1	29	1029	17	bee	78	76	91	76																																		5
2	1	29	1029	18	flamingo	59	50	60	50																																		5
2	1	29	1029	19	crane	74	65	78	65																																		5
2	1	29	1029	20	cricket	69	55	66	55																																		5
2	1	29	1029	21						127	127	154	127.2																														5
2	1	29	1029	22						67	58	68	57.7																														5
2	1	29	1029	23						326	314	335	313.7																														5
2	1	29	1029	24						229	233	218	233.6																														5
2	1	29	1029	25						199	233	208	233								30	1	1	2	2	6	2	8	3	9	3	8	6	9	9	6	8	9	9	3	5	9	5
2	1	30	1030	1											1	43	43	27	NA	NA																							6
2	1	30	1030	2										2	2	24	34	24	1	43																							6
2	1	30	1030	3										2	1	46	46	42	2	24																							6
2	1	30	1030	4										1	1	8	8	37	1	46																							6
2	1	30	1030	5										2	2	39	38	39	1	8																							6
2	1	30	1030	6										2	2	45	17	45	2	39																							6
2	1	30	1030	7										2	2	13	35	13	2	45																							6
2	1	30	1030	8										1	2	17	42	17	2	13																							6
2	1	30	1030	9										2	2	57	30	57	2	17																							6
2	1	30	1030	10										2	2	34	29	34	2	57																							6
2	1	30	1030	11										2	2	26	25	26	2	34																							6
2	1	30	1030	12										2	2	26	24	26	2	26																							6
2	1	30	1030	13										2	2	50	10	50	2	26																							6
2	1	30	1030	14										2	2	26	29	26	2	50																							6
2	1	30	1030	15										1	2	18	5	18	2	26																							6
2	1	30	1030	16						127	135	98	135.2																														6
2	1	30	1030	17						67	285	302	292.1																														6
2	1	30	1030	18						326	328	308	322.5																														6
2	1	30	1030	19						229	237	222	231.7																														6
2	1	30	1030	20						199	206	180	199																														6
2	1	30	1030	21	ant	93	68	80	75																																		6
2	1	30	1030	22	bee	78	76	91	80																																		6
2	1	30	1030	23	flamingo	59	60	48	55																																		6
2	1	30	1030	24	crane	74	81	65	79																																		6
2	1	30	1030	25	cricket	69	68	80	72												33	1	4	4	7	2	2	4	2	8	3	7	4	7	8	5	7	8	9	2	7	9	6
2	1	31	1031	1						127	115	140	116.9																														1
2	1	31	1031	2						67	60	80	60.5																														1
2	1	31	1031	3						326	302	323	303.6																														1
2	1	31	1031	4						229	243	228	243.1																														1
2	1	31	1031	5						199	300	232	264																														1
2	1	31	1031	6	ant	93	90	100	90																																		1
2	1	31	1031	7	bee	78	110	88	105																																		1
2	1	31	1031	8	flamingo	59	125	100	120																																		1
2	1	31	1031	9	crane	74	76	60	75																																		1
2	1	31	1031	10	cricket	69	67	80	68																																		1
2	1	31	1031	11											2	45	26	45	NA	NA																							1
2	1	31	1031	12										2	2	34	42	34	2	45																							1
2	1	31	1031	13										2	1	46	46	30	2	34																							1
2	1	31	1031	14										2	1	48	48	36	1	46																							1
2	1	31	1031	15										2	1	22	22	23	1	48																							1
2	1	31	1031	16										1	1	6	6	27	1	22																							1
2	1	31	1031	17										2	1	15	15	35	1	6																							1
2	1	31	1031	18										2	2	52	15	52	1	15																							1
2	1	31	1031	19										1	2	41	27	41	2	52																							1
2	1	31	1031	20										2	2	13	35	13	2	41																							1
2	1	31	1031	21										2	2	34	16	34	2	13																							1
2	1	31	1031	22										2	2	40	29	40	2	34																							1
2	1	31	1031	23										2	2	37	39	37	2	40																							1
2	1	31	1031	24										2	2	38	28	38	2	37																							1
2	1	31	1031	25										2	2	19	41	19	2	38	46	0	2	6	6	4	7	5	3	7	1	7	4	7	7	7	7	8	8	7	8	6	1
2	1	32	1032	1						127	102	127	128.3																														2
2	1	32	1032	2						67	55	68	67.8																														2
2	1	32	1032	3						326	324	340	339.7																														2
2	1	32	1032	4						229	225	238	236.2																														2
2	1	32	1032	5						199	307	232	232																														2
2	1	32	1032	6											2	20	20	20	NA	NA																							2
2	1	32	1032	7										1	1	24	24	39	2	20																							2
